brand,model,aggregateRating/ratingValue,aggregateRating/reviewCount,offers/price,offers/priceCurrency,dimentions/depth,dimentions/width,dimentions: depth x width,features/0/description,features/1/description,upc,weight,URL
Dell,i7430-5800SLV-PUS,4.6,178,699,USD,8.92,12.36,8.92 x 12.36,"Windows 11 brings back the Start Menu from Windows 7 and introduces new features, like the Edge Web browser that lets you markup Web pages on your screen.","Equipped with a FHD+ IPS touch screen, the border-less visual effect minimizes distractions offering better cinema, document and web browsing experience",19048210340,2.2 pounds,https://www.bestbuy.com/site/Dell-i7430-5800SLV-PUS/
Acer,AN515-58-57QW,4.6,346,699,USD,8.92,12.36,8.92 x 12.36,"Windows 11 operating system was designed with you at the center - to make life easier, more creative, secure, connected and fun! It's also faster with new features to help you get more done.","With the sharp visuals of a 15.6” Full HD IPS display with a lightning-quick 144Hz refresh rate, your game sessions will be fluid, unbroken, and unmatched. Now you can land those reflexive shots with pinpoint accuracy and minimal ghosting.",19048210340,2.2 pounds,https://www.bestbuy.com/site/Acer-AN515-58-57QW/
ASUS,GU603VV-G16.I74060,4.5,369,699,USD,9.57,13.98,9.57 x 13.98,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.",The 165Hz display features a 1920x1080 resolution that gives you more space for toolbars and tabs. Don't worry about ghosting with the 3ms response time. The PANTONE validated 100% DCI-P3 display boasts incredible color accuracy and clarity.,19048210340,2.2 pounds,https://www.bestbuy.com/site/ASUS-GU603VV-G16.I74060/
ASUS,GA402NU-G14.R74050,4.6,60,699,USD,8.95,12.31,8.95 x 12.31,"Family, friends, passions, music, creations, games – Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.",The 165Hz ultra bright 500 nits display features a 2560 x 1440 (QHD) resolution that gives you more space for toolbars and tabs.,50616008945,11.79 pounds,https://www.bestbuy.com/site/ASUS-GA402NU-G14.R74050/
HP,14-dq0052dx,4.1,4231,699,USD,8.86,12.76,8.86 x 12.76,"Experience the most secure Windows ever built with fast boot times, increased responsiveness, and added protection against phishing and malware.","With virtually no bezel encircling the display, an ultra-wide viewing experience provides for seamless multi-monitor set-ups.",8.90E+11,1.1 pounds,https://www.bestbuy.com/site/HP-14-dq0052dx/
Lenovo,82H80358US,4.7,3275,699,USD,9.98,14.26,9.98 x 14.26,"Experience the most secure Windows ever built with fast boot times, increased responsiveness, and added protection against phishing and malware.",Natural finger-touch navigation makes the most of Windows 11. The 1920 x 1080 resolution boasts impressive color and clarity. IPS technology for wide viewing angles. Energy-efficient LED backlight.,8.90E+11,1.1 pounds,https://www.bestbuy.com/site/Lenovo-82H80358US/
Lenovo,21JN003YUS,4.8,4,750,USD,9.75,0.78,9.75 x 0.78,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",8.90E+11,1.1 pounds,https://www.bestbuy.com/site/Lenovo-21JN003YUS/
MSI,STEALTH1613056,4.5,188,1200,USD,9.75,0.78,9.75 x 0.78,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",The 1920 x 1200 (FHD+) resolution with 144hz refresh and 3ms response time boasts impressive color and clarity. Energy-efficient LED backlight.,97855134431,3.8 pounds,https://www.bestbuy.com/site/MSI-STEALTH1613056/
Microsoft,QEZ-00018,4.7,655,1200,USD,8.2,11.3,8.2 x 11.3,Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you(1).,Surface Pro 9 gives you the tablet flexibility you want and the laptop performance and battery life⁴ you need to move through your day — all in one ultra-portable device.,97855134431,3.8 pounds,https://www.bestbuy.com/site/Microsoft-QEZ-00018/
HP,7Z183UT#ABA,4.7,655,1740,USD,8,12,8 x 12,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. 1920 x 1200 resolution delivers amazing color and clarity,7.61E+11,3.0 lbs,https://www.bestbuy.com/site/HP-7Z183UT#ABA/
Lenovo,82XT001NUS,4.6,196,999,USD,10.43,14.16,10.43 x 14.16,"Windows 11 brings back the Start Menu from Windows 7 and introduces new features, like the Edge Web browser that lets you markup Web pages on your screen.",Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you.,7.61E+11,3.0 lbs,https://www.bestbuy.com/site/Lenovo-82XT001NUS/
MSI,CYBORG1512043,4.4,138,750,USD,10.43,14.16,10.43 x 14.16,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",The 1920 x 1080 resolution with 144hz refresh and 3ms response time boasts impressive color and clarity. Energy-efficient LED backlight.,6.64E+11,4 pounds,https://www.bestbuy.com/site/MSI-CYBORG1512043/
Samsung,NP950QED-KB1US,4.6,851,999,USD,13.97,8.98,13.97 x 8.98,Galaxy Book2 Pro 360 is powered by our most powerful processor available.,Translation: Super-quick response times. Jaw-dropping graphics. Extraordinary multitasking capabilities. Lightning-fast download speed. All powered by the latest 12th Gen Evo-certified Intel® CPU that makes every task a truly rewarding experience.,6.64E+11,4 pounds,https://www.bestbuy.com/site/Samsung-NP950QED-KB1US/
Lenovo,21KK0004US,4.6,851,630,USD,9.98,14.01,9.98 x 14.01,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",8.44E+11,4 pounds,https://www.bestbuy.com/site/Lenovo-21KK0004US/
ASUS,L210MA-DS04,3.6,10,999,USD,7.52,10.98,7.52 x 10.98,"Windows 11 Home in S mode comes with advanced security features built right in, like protections against phishing and malicious software so you don't have to think twice when navigating to a new webpage or downloading an app","The 1366 x 768 resolution with 73% screen-to-body ratio, 16:0 aspect ratio boasts impressive color and clarity. Energy-efficient LED backlight",8.44E+11,4 pounds,https://www.bestbuy.com/site/ASUS-L210MA-DS04/
LG,17Z90R-K.AAB8U1,4.7,10,999,USD,0.66,13.98,0.66 x 13.98,"Windows 11 brings you closer to what you love. Pursue your passions and maximize your productivity with the new Windows 11. Built with tools to help you multitask, think, create, and connect—all designed with simplicity and intuition in mind.",Expand the realm of what’s possible using a 17” screen with a 16:10 aspect ratio that can make your visions come to life with a non-reflective design to maintain your focus and a bold DCI-P3¹ 99% color gamut to add a realistic touch to graphics.,8.44E+11,4 pounds,https://www.bestbuy.com/site/LG-17Z90R-K.AAB8U1/
ASUS,UP3404VADS74T,4.3,15,1200,USD,8.8,12.26,8.8 x 12.26,"Windows 11 is the one place for it all. With a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever’s next.","The 2880x1800 2.8K OLED touchscreen display showcases your games and movies with impressive color and clarity.  Touch, tap, and glide along the PANTONE Validated glossy touchscreen display.",8.44E+11,4 pounds,https://www.bestbuy.com/site/ASUS-UP3404VADS74T/
HP,840G3.8.256.Pro,3.8,24,227,USD,9.3,13.3,9.3 x 13.3,This unit comes with 8 GB of System Memory.,"The 2880x1800 2.8K OLED touchscreen display showcases your games and movies with impressive color and clarity.  Touch, tap, and glide along the PANTONE Validated glossy touchscreen display.",8.14E+11,1.5 pounds,https://www.bestbuy.com/site/HP-840G3.8.256.Pro/
Lenovo,83BS0000US,4.7,1111,999,USD,9.85,14.26,9.85 x 14.26,"Windows 11 brings back the Start Menu from Windows 7 and introduces new features, like the Edge Web browser that lets you markup Web pages on your screen.",Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you.,8.14E+11,1.5 pounds,https://www.bestbuy.com/site/Lenovo-83BS0000US/
Lenovo,21KG000FUS,4.7,1111,920,USD,17.8,11.2,17.8 x 11.2,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop.",8.55E+11,5.0 oz,https://www.bestbuy.com/site/Lenovo-21KG000FUS/
Dell,i3535-A766BLK-PUS,4.5,139,899,USD,9.25,14.11,9.25 x 14.11,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",Natural finger-touch navigation makes the most of Windows 11. The 1920 x 1080 resolution boasts impressive color and clarity. IPS technology for wide viewing angles. Energy-efficient LED backlight.,8.55E+11,5.0 oz,https://www.bestbuy.com/site/Dell-i3535-A766BLK-PUS/
Razer,RZ09-05102EJ9-R3U1,5,1,899,USD,13.98,9.61,13.98 x 9.61,"Enjoy ultra-sharp 4K quality for creative work and ultra-fast refresh rates for silky-smooth gameplay, backed by 100% DCI-P3 color accuracy that’s Calman Verified for the most lifelike visuals.","Packed for pure performance with 1.50 gPD (Graphics Power Density), the Razer Blade 16 delivers up to 30% more graphic power per cubic inch than any other 16” gaming laptop on the market.",56035351853,2.9 lb,https://www.bestbuy.com/site/Razer-RZ09-05102EJ9-R3U1/
HP,15-fe0073dx,4.7,57,899,USD,8.99,14.07,8.99 x 14.07,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.","Always see your content at its best with 178-degree wide-viewing angles, FHD and a vibrant picture. And with touchscreen technology, you can control your PC right from the screen.",8.87E+11,5 pounds,https://www.bestbuy.com/site/HP-15-fe0073dx/
MSI,Crosshair 16 A13VGK-815US,4.6,173,899,USD,8.99,14.07,8.99 x 14.07,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.",The 1920 x 1200 resolution with 144hz boasts impressive color and clarity. Energy-efficient LED backlight.,8.87E+11,5 pounds,https://www.bestbuy.com/site/MSI-Crosshair 16 A13VGK-815US/
Microsoft,QEZ-00052,4.7,655,899,USD,8.2,11.3,8.2 x 11.3,Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you(1).,Surface Pro 9 gives you the tablet flexibility you want and the laptop performance and battery life⁴ you need to move through your day — all in one ultra-portable device.,8.87E+11,5 pounds,https://www.bestbuy.com/site/Microsoft-QEZ-00052/
Microsoft,QIL-00035,4.8,517,899,USD,8.2,11.3,8.2 x 11.3,Find the relevant information and ideas you need to power your own ingenuity. Copilot in Windows 11 can deliver answers that are more relevant to you(1).,Surface Pro 9 gives you the tablet flexibility you want and the laptop performance and battery life⁴ you need to move through your day — all in one ultra-portable device.,8.87E+11,5 pounds,https://www.bestbuy.com/site/Microsoft-QIL-00035/
